occupancy,room_type,bedcount,month,price
0.22,Deluxe,1,June,5827.5
0.56,Deluxe,1,June,6720
0.92,Deluxe,1,June,7665
0.45,Deluxe,1,June,6431.25
0.19,Deluxe,1,June,5748.75
0.14,Deluxe,1,June,5617.5
0.06,Deluxe,1,June,5407.5
0.01,Deluxe,1,June,5276.25
0.45,Deluxe,1,June,6431.25
0.37,Deluxe,1,June,6221.25
0.15,Deluxe,1,June,5643.75
0.1,Deluxe,1,June,5512.5
0.68,Deluxe,1,June,7035
0.27,Deluxe,1,June,5958.75
0.29,Deluxe,1,June,6011.25
0.74,Deluxe,1,June,7192.5
0.94,Deluxe,1,June,7717.5
0.31,Deluxe,1,June,6063.75
0.75,Deluxe,1,June,7218.75
0.34,Deluxe,1,June,6142.5
0.75,Deluxe,1,June,7218.75
0.63,Deluxe,1,June,6903.75
0.97,Deluxe,1,June,7796.25
0.45,Deluxe,1,June,6431.25
0.13,Deluxe,1,June,5591.25
0.16,Deluxe,1,June,5670
0.64,Deluxe,1,June,6930
0.81,Deluxe,1,June,7376.25
0.65,Deluxe,1,June,6956.25
0.45,Deluxe,1,June,6431.25
0.81,Deluxe,2,June,8851.5
0.19,Deluxe,2,June,6898.5
0.58,Deluxe,2,June,8127
0.13,Deluxe,2,June,6709.5
0.2,Deluxe,2,June,6930
0.21,Deluxe,2,June,6961.5
0.64,Deluxe,2,June,8316
0.15,Deluxe,2,June,6772.5
0.44,Deluxe,2,June,7686
0.7,Deluxe,2,June,8505
0.66,Deluxe,2,June,8379
0.04,Deluxe,2,June,6426
0.9,Deluxe,2,June,9135
0.69,Deluxe,2,June,8473.5
0.75,Deluxe,2,June,8662.5
0.26,Deluxe,2,June,7119
0.97,Deluxe,2,June,9355.5
0.8,Deluxe,2,June,8820
0.32,Deluxe,2,June,7308
0.17,Deluxe,2,June,6835.5
0.79,Deluxe,2,June,8788.5
1,Deluxe,2,June,9450
0.15,Deluxe,2,June,6772.5
0.96,Deluxe,2,June,9324
0.68,Deluxe,2,June,8442
0.97,Deluxe,2,June,9355.5
0.23,Deluxe,2,June,7024.5
0.5,Deluxe,2,June,7875
0.59,Deluxe,2,June,8158.5
0.37,Deluxe,2,June,7465.5
0.03,Deluxe,2,June,6394.5
0.56,Deluxe,2,June,8064
0.1,Deluxe,2,June,6615
0.19,Deluxe,2,June,6898.5
0.44,Deluxe,2,June,7686
0.25,Deluxe,2,June,7087.5
0.79,Deluxe,2,June,8788.5
0.65,Deluxe,2,June,8347.5
0.75,Deluxe,2,June,8662.5
0.5,Deluxe,2,June,7875
0.44,Deluxe,2,June,7686
0.99,Deluxe,2,June,9418.5
0.12,Deluxe,2,June,6678
0.13,Deluxe,2,June,6709.5
0.06,Deluxe,2,June,6489
0.02,Deluxe,2,June,6363
0.57,Deluxe,2,June,8095.5
0.68,Deluxe,2,June,8442
0.09,Deluxe,2,June,6583.5
0.86,Deluxe,2,June,9009
0.24,Deluxe,3,June,8232
0.95,Deluxe,3,June,10841.25
0.2,Deluxe,3,June,8085
0.8,Deluxe,3,June,10290
0.45,Deluxe,3,June,9003.75
0.69,Deluxe,3,June,9885.75
0.07,Deluxe,3,June,7607.25
0.71,Deluxe,3,June,9959.25
0.46,Deluxe,3,June,9040.5
0.76,Deluxe,3,June,10143
0.39,Deluxe,3,June,8783.25
0.49,Deluxe,3,June,9150.75
0.59,Deluxe,3,June,9518.25
0.19,Deluxe,3,June,8048.25
0.54,Deluxe,3,June,9334.5
0.1,Deluxe,3,June,7717.5
0.94,Deluxe,3,June,10804.5
0.5,Deluxe,3,June,9187.5
0.53,Deluxe,3,June,9297.75
0.69,Deluxe,3,June,9885.75
0.87,Deluxe,3,June,10547.25
0.93,Deluxe,3,June,10767.75
0.47,Deluxe,3,June,9077.25
0.73,Deluxe,3,June,10032.75
0.1,Deluxe,3,June,7717.5
0.69,Deluxe,3,June,9885.75
0.75,Deluxe,3,June,10106.25
0.46,Deluxe,3,June,9040.5
0.06,Deluxe,3,June,7570.5
0.79,Deluxe,3,June,10253.25
0.22,Deluxe,3,June,8158.5
0.84,Deluxe,3,June,10437
0.19,Deluxe,3,June,8048.25
0.39,Deluxe,3,June,8783.25
0.25,Deluxe,3,June,8268.75
0.89,Deluxe,3,June,10620.75
0.43,Deluxe,3,June,8930.25
0.02,Deluxe,3,June,7423.5
0.59,Deluxe,3,June,9518.25
0.82,Deluxe,3,June,10363.5
0.36,Deluxe,3,June,8673
0.82,Deluxe,3,June,10363.5
0.54,Deluxe,3,June,9334.5
0.86,Deluxe,3,June,10510.5
0.7,Deluxe,3,June,9922.5
0.26,Deluxe,3,June,8305.5
0.25,Deluxe,3,June,8268.75
0.88,Deluxe,3,June,10584
0.98,Deluxe,3,June,10951.5
0.11,Deluxe,3,June,7754.25
0.94,Deluxe,1,July,6688.5
0.27,Deluxe,1,July,5164.25
0.17,Deluxe,1,July,4936.75
0.75,Deluxe,1,July,6256.25
0.73,Deluxe,1,July,6210.75
0.41,Deluxe,1,July,5482.75
0.93,Deluxe,1,July,6665.75
0.09,Deluxe,1,July,4754.75
0.1,Deluxe,1,July,4777.5
0.06,Deluxe,1,July,4686.5
0.01,Deluxe,1,July,4572.75
0.6,Deluxe,1,July,5915
0.23,Deluxe,1,July,5073.25
0.78,Deluxe,1,July,6324.5
0.55,Deluxe,1,July,5801.25
0.71,Deluxe,1,July,6165.25
0.56,Deluxe,1,July,5824
0.83,Deluxe,1,July,6438.25
0.72,Deluxe,1,July,6188
0.95,Deluxe,1,July,6711.25
0.46,Deluxe,1,July,5596.5
0.91,Deluxe,1,July,6620.25
0.35,Deluxe,1,July,5346.25
0.71,Deluxe,1,July,6165.25
0.71,Deluxe,1,July,6165.25
0.9,Deluxe,1,July,6597.5
0.96,Deluxe,1,July,6734
0.51,Deluxe,1,July,5710.25
0.32,Deluxe,1,July,5278
0.86,Deluxe,1,July,6506.5
0.41,Deluxe,1,July,5482.75
0.03,Deluxe,1,July,4618.25
0.22,Deluxe,1,July,5050.5
0.66,Deluxe,1,July,6051.5
0.93,Deluxe,1,July,6665.75
1,Deluxe,1,July,6825
0.07,Deluxe,1,July,4709.25
0.65,Deluxe,1,July,6028.75
0.82,Deluxe,1,July,6415.5
0.27,Deluxe,1,July,5164.25
0.34,Deluxe,1,July,5323.5
0.71,Deluxe,1,July,6165.25
0.92,Deluxe,1,July,6643
0.39,Deluxe,1,July,5437.25
0.47,Deluxe,1,July,5619.25
0.26,Deluxe,1,July,5141.5
0.49,Deluxe,1,July,5664.75
0.87,Deluxe,1,July,6529.25
0.56,Deluxe,1,July,5824
0.31,Deluxe,1,July,5255.25
0.15,Deluxe,2,July,5869.5
0.36,Deluxe,2,July,6442.8
0.06,Deluxe,2,July,5623.8
0.82,Deluxe,2,July,7698.6
0.06,Deluxe,2,July,5623.8
0.35,Deluxe,2,July,6415.5
0.27,Deluxe,2,July,6197.1
0.99,Deluxe,2,July,8162.7
0.09,Deluxe,2,July,5705.7
0.31,Deluxe,2,July,6306.3
0.82,Deluxe,2,July,7698.6
0.11,Deluxe,2,July,5760.3
0.87,Deluxe,2,July,7835.1
0,Deluxe,2,July,5460
0.3,Deluxe,2,July,6279
0.23,Deluxe,2,July,6087.9
0.77,Deluxe,2,July,7562.1
0.11,Deluxe,2,July,5760.3
0.21,Deluxe,2,July,6033.3
0.77,Deluxe,2,July,7562.1
0.75,Deluxe,2,July,7507.5
0.42,Deluxe,2,July,6606.6
0.18,Deluxe,2,July,5951.4
0,Deluxe,2,July,5460
0.93,Deluxe,2,July,7998.9
0.58,Deluxe,2,July,7043.4
0.56,Deluxe,2,July,6988.8
0.7,Deluxe,2,July,7371
0.03,Deluxe,2,July,5541.9
0.45,Deluxe,2,July,6688.5
0.99,Deluxe,2,July,8162.7
0.73,Deluxe,2,July,7452.9
0.18,Deluxe,2,July,5951.4
0.77,Deluxe,2,July,7562.1
0.39,Deluxe,2,July,6524.7
0.17,Deluxe,2,July,5924.1
0.74,Deluxe,2,July,7480.2
0.67,Deluxe,2,July,7289.1
0.05,Deluxe,2,July,5596.5
0.92,Deluxe,2,July,7971.6
0.68,Deluxe,2,July,7316.4
0.91,Deluxe,2,July,7944.3
0.37,Deluxe,2,July,6470.1
0.16,Deluxe,2,July,5896.8
0.29,Deluxe,2,July,6251.7
0.32,Deluxe,2,July,6333.6
0.22,Deluxe,2,July,6060.6
0.76,Deluxe,2,July,7534.8
0.84,Deluxe,2,July,7753.2
0.5,Deluxe,2,July,6825
0.23,Deluxe,3,July,7102.55
0.15,Deluxe,3,July,6847.75
0.71,Deluxe,3,July,8631.35
0.73,Deluxe,3,July,8695.05
0.92,Deluxe,3,July,9300.2
0.37,Deluxe,3,July,7548.45
1,Deluxe,3,July,9555
0.16,Deluxe,3,July,6879.6
0.48,Deluxe,3,July,7898.8
0.76,Deluxe,3,July,8790.6
0.55,Deluxe,3,July,8121.75
0.36,Deluxe,3,July,7516.6
0.27,Deluxe,3,July,7229.95
0.42,Deluxe,3,July,7707.7
0.53,Deluxe,3,July,8058.05
0.26,Deluxe,3,July,7198.1
0.42,Deluxe,3,July,7707.7
0.73,Deluxe,3,July,8695.05
0.46,Deluxe,3,July,7835.1
0.61,Deluxe,3,July,8312.85
0.16,Deluxe,3,July,6879.6
0.81,Deluxe,3,July,8949.85
0.35,Deluxe,3,July,7484.75
0.54,Deluxe,3,July,8089.9
0.82,Deluxe,3,July,8981.7
0.29,Deluxe,3,July,7293.65
0.61,Deluxe,3,July,8312.85
0.06,Deluxe,3,July,6561.1
0.46,Deluxe,3,July,7835.1
0.94,Deluxe,3,July,9363.9
0.51,Deluxe,3,July,7994.35
0.68,Deluxe,3,July,8535.8
0.76,Deluxe,3,July,8790.6
0.79,Deluxe,3,July,8886.15
0.69,Deluxe,3,July,8567.65
0.16,Deluxe,3,July,6879.6
0.57,Deluxe,3,July,8185.45
0.95,Deluxe,3,July,9395.75
0.93,Deluxe,3,July,9332.05
0.54,Deluxe,3,July,8089.9
0.48,Deluxe,3,July,7898.8
0,Deluxe,3,July,6370
0.23,Deluxe,3,July,7102.55
0.53,Deluxe,3,July,8058.05
0.3,Deluxe,3,July,7325.5
0.86,Deluxe,3,July,9109.1
0.07,Deluxe,3,July,6592.95
0.1,Deluxe,3,July,6688.5
0.58,Deluxe,3,July,8217.3
0.74,Deluxe,3,July,8726.9
0.43,Deluxe,1,August,5103
0.42,Deluxe,1,August,5082
0.58,Deluxe,1,August,5418
0.34,Deluxe,1,August,4914
0.85,Deluxe,1,August,5985
0.5,Deluxe,1,August,5250
0.01,Deluxe,1,August,4221
0.42,Deluxe,1,August,5082
0.23,Deluxe,1,August,4683
0.59,Deluxe,1,August,5439
0.87,Deluxe,1,August,6027
0.92,Deluxe,1,August,6132
0.27,Deluxe,1,August,4767
0.58,Deluxe,1,August,5418
0.17,Deluxe,1,August,4557
0.61,Deluxe,1,August,5481
0.66,Deluxe,1,August,5586
0.45,Deluxe,1,August,5145
0.08,Deluxe,1,August,4368
0.68,Deluxe,1,August,5628
0.4,Deluxe,1,August,5040
0.73,Deluxe,1,August,5733
0.92,Deluxe,1,August,6132
0.27,Deluxe,1,August,4767
0.98,Deluxe,1,August,6258
0.91,Deluxe,1,August,6111
0.01,Deluxe,1,August,4221
0.01,Deluxe,1,August,4221
0.72,Deluxe,1,August,5712
0.74,Deluxe,1,August,5754
0.31,Deluxe,1,August,4851
0.63,Deluxe,1,August,5523
0.35,Deluxe,1,August,4935
0.66,Deluxe,1,August,5586
0.07,Deluxe,1,August,4347
0.82,Deluxe,1,August,5922
0.93,Deluxe,1,August,6153
0.76,Deluxe,1,August,5796
0.71,Deluxe,1,August,5691
0.75,Deluxe,1,August,5775
0.88,Deluxe,1,August,6048
0.02,Deluxe,1,August,4242
0.91,Deluxe,1,August,6111
0.85,Deluxe,1,August,5985
0.11,Deluxe,1,August,4431
0.8,Deluxe,1,August,5880
0.79,Deluxe,1,August,5859
0.24,Deluxe,1,August,4704
0.93,Deluxe,1,August,6153
0.28,Deluxe,1,August,4788
0.21,Deluxe,2,August,5569.2
0.42,Deluxe,2,August,6098.4
0.79,Deluxe,2,August,7030.8
0.79,Deluxe,2,August,7030.8
0.6,Deluxe,2,August,6552
0.94,Deluxe,2,August,7408.8
0.25,Deluxe,2,August,5670
0.32,Deluxe,2,August,5846.4
0.96,Deluxe,2,August,7459.2
0.03,Deluxe,2,August,5115.6
0.97,Deluxe,2,August,7484.4
0.14,Deluxe,2,August,5392.8
0.91,Deluxe,2,August,7333.2
0.26,Deluxe,2,August,5695.2
0.05,Deluxe,2,August,5166
0.38,Deluxe,2,August,5997.6
0.52,Deluxe,2,August,6350.4
0.35,Deluxe,2,August,5922
0.27,Deluxe,2,August,5720.4
0.64,Deluxe,2,August,6652.8
0.04,Deluxe,2,August,5140.8
0.46,Deluxe,2,August,6199.2
0.05,Deluxe,2,August,5166
0.3,Deluxe,2,August,5796
0.99,Deluxe,2,August,7534.8
0.88,Deluxe,2,August,7257.6
0.84,Deluxe,2,August,7156.8
0.18,Deluxe,2,August,5493.6
0.94,Deluxe,2,August,7408.8
0.19,Deluxe,2,August,5518.8
0.65,Deluxe,2,August,6678
0.14,Deluxe,2,August,5392.8
0.99,Deluxe,2,August,7534.8
0.67,Deluxe,2,August,6728.4
0.53,Deluxe,2,August,6375.6
0.06,Deluxe,2,August,5191.2
0.41,Deluxe,2,August,6073.2
0.67,Deluxe,2,August,6728.4
0.44,Deluxe,2,August,6148.8
0.98,Deluxe,2,August,7509.6
0.28,Deluxe,2,August,5745.6
0.1,Deluxe,2,August,5292
0.3,Deluxe,2,August,5796
0.52,Deluxe,2,August,6350.4
0.32,Deluxe,2,August,5846.4
0.2,Deluxe,2,August,5544
0.52,Deluxe,2,August,6350.4
0.23,Deluxe,2,August,5619.6
0.58,Deluxe,2,August,6501.6
0.58,Deluxe,2,August,6501.6
0.56,Deluxe,3,August,7526.4
0.85,Deluxe,3,August,8379
0.16,Deluxe,3,August,6350.4
0.28,Deluxe,3,August,6703.2
0.39,Deluxe,3,August,7026.6
0.58,Deluxe,3,August,7585.2
0.11,Deluxe,3,August,6203.4
0.59,Deluxe,3,August,7614.6
0.33,Deluxe,3,August,6850.2
0.83,Deluxe,3,August,8320.2
0.41,Deluxe,3,August,7085.4
0.51,Deluxe,3,August,7379.4
0.61,Deluxe,3,August,7673.4
0.57,Deluxe,3,August,7555.8
0.28,Deluxe,3,August,6703.2
0.97,Deluxe,3,August,8731.8
0.58,Deluxe,3,August,7585.2
0.52,Deluxe,3,August,7408.8
0.38,Deluxe,3,August,6997.2
0.49,Deluxe,3,August,7320.6
0.65,Deluxe,3,August,7791
0.82,Deluxe,3,August,8290.8
0.94,Deluxe,3,August,8643.6
0.42,Deluxe,3,August,7114.8
0.41,Deluxe,3,August,7085.4
0.89,Deluxe,3,August,8496.6
0.67,Deluxe,3,August,7849.8
0.05,Deluxe,3,August,6027
0.36,Deluxe,3,August,6938.4
0.26,Deluxe,3,August,6644.4
0.66,Deluxe,3,August,7820.4
0.55,Deluxe,3,August,7497
0.54,Deluxe,3,August,7467.6
0.55,Deluxe,3,August,7497
0.22,Deluxe,3,August,6526.8
0.3,Deluxe,3,August,6762
0,Deluxe,3,August,5880
0.25,Deluxe,3,August,6615
0.1,Deluxe,3,August,6174
0.57,Deluxe,3,August,7555.8
0.39,Deluxe,3,August,7026.6
0.92,Deluxe,3,August,8584.8
0.47,Deluxe,3,August,7261.8
0.06,Deluxe,3,August,6056.4
0.06,Deluxe,3,August,6056.4
0.64,Deluxe,3,August,7761.6
0.47,Deluxe,3,August,7261.8
0.96,Deluxe,3,August,8702.4
0.25,Deluxe,3,August,6615
0.22,Deluxe,3,August,6526.8
0.64,Deluxe,1,September,4620
0.67,Deluxe,1,September,4672.5
0.24,Deluxe,1,September,3920
0.03,Deluxe,1,September,3552.5
0.66,Deluxe,1,September,4655
0.65,Deluxe,1,September,4637.5
0.11,Deluxe,1,September,3692.5
0.96,Deluxe,1,September,5180
0.22,Deluxe,1,September,3885
0.77,Deluxe,1,September,4847.5
0.08,Deluxe,1,September,3640
0.04,Deluxe,1,September,3570
0.19,Deluxe,1,September,3832.5
0.87,Deluxe,1,September,5022.5
0.43,Deluxe,1,September,4252.5
0.46,Deluxe,1,September,4305
0.81,Deluxe,1,September,4917.5
0.04,Deluxe,1,September,3570
0.46,Deluxe,1,September,4305
0.38,Deluxe,1,September,4165
0.32,Deluxe,1,September,4060
0.39,Deluxe,1,September,4182.5
0.96,Deluxe,1,September,5180
0.86,Deluxe,1,September,5005
0.97,Deluxe,1,September,5197.5
0.31,Deluxe,1,September,4042.5
0.53,Deluxe,1,September,4427.5
0.82,Deluxe,1,September,4935
0.58,Deluxe,1,September,4515
0.96,Deluxe,1,September,5180
0.21,Deluxe,1,September,3867.5
0.72,Deluxe,1,September,4760
0.07,Deluxe,1,September,3622.5
0.33,Deluxe,1,September,4077.5
0.2,Deluxe,1,September,3850
0.72,Deluxe,1,September,4760
0.37,Deluxe,1,September,4147.5
0.77,Deluxe,1,September,4847.5
0.67,Deluxe,1,September,4672.5
0.09,Deluxe,1,September,3657.5
0.27,Deluxe,1,September,3972.5
0.07,Deluxe,1,September,3622.5
0.91,Deluxe,1,September,5092.5
0.15,Deluxe,1,September,3762.5
0.63,Deluxe,1,September,4602.5
0.34,Deluxe,1,September,4095
0.64,Deluxe,1,September,4620
0.93,Deluxe,1,September,5127.5
0.63,Deluxe,1,September,4602.5
0.55,Deluxe,1,September,4462.5
0.61,Deluxe,2,September,5481
0.54,Deluxe,2,September,5334
0.8,Deluxe,2,September,5880
0.56,Deluxe,2,September,5376
0.66,Deluxe,2,September,5586
0.88,Deluxe,2,September,6048
0.39,Deluxe,2,September,5019
0.84,Deluxe,2,September,5964
0.13,Deluxe,2,September,4473
0.26,Deluxe,2,September,4746
0.92,Deluxe,2,September,6132
0.97,Deluxe,2,September,6237
0.67,Deluxe,2,September,5607
0.29,Deluxe,2,September,4809
0.91,Deluxe,2,September,6111
0.41,Deluxe,2,September,5061
0.69,Deluxe,2,September,5649
0.25,Deluxe,2,September,4725
0.91,Deluxe,2,September,6111
0.6,Deluxe,2,September,5460
0.2,Deluxe,2,September,4620
0.26,Deluxe,2,September,4746
0.43,Deluxe,2,September,5103
0.62,Deluxe,2,September,5502
0.66,Deluxe,2,September,5586
0.16,Deluxe,2,September,4536
0.08,Deluxe,2,September,4368
0.19,Deluxe,2,September,4599
0.06,Deluxe,2,September,4326
0.58,Deluxe,2,September,5418
0.07,Deluxe,2,September,4347
0.33,Deluxe,2,September,4893
0.94,Deluxe,2,September,6174
0.29,Deluxe,2,September,4809
0.45,Deluxe,2,September,5145
0.95,Deluxe,2,September,6195
0.27,Deluxe,2,September,4767
0.23,Deluxe,2,September,4683
0.32,Deluxe,2,September,4872
0.39,Deluxe,2,September,5019
0.27,Deluxe,2,September,4767
0.18,Deluxe,2,September,4578
0.58,Deluxe,2,September,5418
0.54,Deluxe,2,September,5334
0.01,Deluxe,2,September,4221
0.41,Deluxe,2,September,5061
0.29,Deluxe,2,September,4809
0.56,Deluxe,2,September,5376
0.81,Deluxe,2,September,5901
0.13,Deluxe,2,September,4473
0.43,Deluxe,3,September,5953.5
0.67,Deluxe,3,September,6541.5
0.44,Deluxe,3,September,5978
0.73,Deluxe,3,September,6688.5
0.72,Deluxe,3,September,6664
0.61,Deluxe,3,September,6394.5
0.72,Deluxe,3,September,6664
0.75,Deluxe,3,September,6737.5
0.33,Deluxe,3,September,5708.5
0.28,Deluxe,3,September,5586
0.2,Deluxe,3,September,5390
0.15,Deluxe,3,September,5267.5
0.84,Deluxe,3,September,6958
0.93,Deluxe,3,September,7178.5
0.13,Deluxe,3,September,5218.5
0.05,Deluxe,3,September,5022.5
0.94,Deluxe,3,September,7203
0.46,Deluxe,3,September,6027
0.46,Deluxe,3,September,6027
0.56,Deluxe,3,September,6272
0.39,Deluxe,3,September,5855.5
0.63,Deluxe,3,September,6443.5
0.8,Deluxe,3,September,6860
0.29,Deluxe,3,September,5610.5
0.85,Deluxe,3,September,6982.5
0.46,Deluxe,3,September,6027
0.38,Deluxe,3,September,5831
0.75,Deluxe,3,September,6737.5
0.07,Deluxe,3,September,5071.5
0.76,Deluxe,3,September,6762
0.59,Deluxe,3,September,6345.5
0.66,Deluxe,3,September,6517
0.18,Deluxe,3,September,5341
0.04,Deluxe,3,September,4998
0.21,Deluxe,3,September,5414.5
0.45,Deluxe,3,September,6002.5
0.83,Deluxe,3,September,6933.5
0.32,Deluxe,3,September,5684
0.29,Deluxe,3,September,5610.5
0.61,Deluxe,3,September,6394.5
0.16,Deluxe,3,September,5292
0.52,Deluxe,3,September,6174
0.43,Deluxe,3,September,5953.5
0.44,Deluxe,3,September,5978
0.13,Deluxe,3,September,5218.5
0.58,Deluxe,3,September,6321
0.51,Deluxe,3,September,6149.5
0.95,Deluxe,3,September,7227.5
0.52,Deluxe,3,September,6174
0.63,Deluxe,3,September,6443.5
0.17,Deluxe,1,October,4177.25
0.65,Deluxe,1,October,5101.25
0.85,Deluxe,1,October,5486.25
0.29,Deluxe,1,October,4408.25
0.77,Deluxe,1,October,5332.25
0.23,Deluxe,1,October,4292.75
0.95,Deluxe,1,October,5678.75
0.86,Deluxe,1,October,5505.5
0.72,Deluxe,1,October,5236
0.92,Deluxe,1,October,5621
0.51,Deluxe,1,October,4831.75
0.61,Deluxe,1,October,5024.25
0.41,Deluxe,1,October,4639.25
0.24,Deluxe,1,October,4312
0.38,Deluxe,1,October,4581.5
0.83,Deluxe,1,October,5447.75
0.66,Deluxe,1,October,5120.5
0.99,Deluxe,1,October,5755.75
0.36,Deluxe,1,October,4543
0.15,Deluxe,1,October,4138.75
0.63,Deluxe,1,October,5062.75
0.56,Deluxe,1,October,4928
0.41,Deluxe,1,October,4639.25
0.96,Deluxe,1,October,5698
0.18,Deluxe,1,October,4196.5
0.43,Deluxe,1,October,4677.75
0.85,Deluxe,1,October,5486.25
0.76,Deluxe,1,October,5313
0.37,Deluxe,1,October,4562.25
0.47,Deluxe,1,October,4754.75
0.19,Deluxe,1,October,4215.75
0.91,Deluxe,1,October,5601.75
0.07,Deluxe,1,October,3984.75
0.63,Deluxe,1,October,5062.75
0.33,Deluxe,1,October,4485.25
0.26,Deluxe,1,October,4350.5
0.21,Deluxe,1,October,4254.25
0.43,Deluxe,1,October,4677.75
0.61,Deluxe,1,October,5024.25
0.41,Deluxe,1,October,4639.25
0.84,Deluxe,1,October,5467
0.02,Deluxe,1,October,3888.5
0.07,Deluxe,1,October,3984.75
0.84,Deluxe,1,October,5467
0.4,Deluxe,1,October,4620
0.23,Deluxe,1,October,4292.75
0.22,Deluxe,1,October,4273.5
0.77,Deluxe,1,October,5332.25
0.84,Deluxe,1,October,5467
0.08,Deluxe,1,October,4004
0.4,Deluxe,2,October,5544
0.91,Deluxe,2,October,6722.1
0.99,Deluxe,2,October,6906.9
0.99,Deluxe,2,October,6906.9
0.6,Deluxe,2,October,6006
0.77,Deluxe,2,October,6398.7
0.52,Deluxe,2,October,5821.2
0.69,Deluxe,2,October,6213.9
0.68,Deluxe,2,October,6190.8
0.03,Deluxe,2,October,4689.3
1,Deluxe,2,October,6930
0.58,Deluxe,2,October,5959.8
0.28,Deluxe,2,October,5266.8
0.47,Deluxe,2,October,5705.7
0.36,Deluxe,2,October,5451.6
0.66,Deluxe,2,October,6144.6
0.55,Deluxe,2,October,5890.5
0.55,Deluxe,2,October,5890.5
0.07,Deluxe,2,October,4781.7
0.23,Deluxe,2,October,5151.3
0.2,Deluxe,2,October,5082
0.51,Deluxe,2,October,5798.1
0.85,Deluxe,2,October,6583.5
0.44,Deluxe,2,October,5636.4
0.42,Deluxe,2,October,5590.2
0.4,Deluxe,2,October,5544
0.3,Deluxe,2,October,5313
0.91,Deluxe,2,October,6722.1
0.84,Deluxe,2,October,6560.4
0.6,Deluxe,2,October,6006
0.48,Deluxe,2,October,5728.8
0.37,Deluxe,2,October,5474.7
0.67,Deluxe,2,October,6167.7
0.82,Deluxe,2,October,6514.2
0.37,Deluxe,2,October,5474.7
0.74,Deluxe,2,October,6329.4
0.79,Deluxe,2,October,6444.9
0.65,Deluxe,2,October,6121.5
0.86,Deluxe,2,October,6606.6
0.1,Deluxe,2,October,4851
0.76,Deluxe,2,October,6375.6
0.71,Deluxe,2,October,6260.1
0.9,Deluxe,2,October,6699
0.6,Deluxe,2,October,6006
0.45,Deluxe,2,October,5659.5
0.86,Deluxe,2,October,6606.6
0.65,Deluxe,2,October,6121.5
0.44,Deluxe,2,October,5636.4
0.74,Deluxe,2,October,6329.4
0.35,Deluxe,2,October,5428.5
0.41,Deluxe,3,October,6494.95
0.87,Deluxe,3,October,7734.65
0.7,Deluxe,3,October,7276.5
0.49,Deluxe,3,October,6710.55
0.24,Deluxe,3,October,6036.8
0.28,Deluxe,3,October,6144.6
0.26,Deluxe,3,October,6090.7
0.68,Deluxe,3,October,7222.6
0.64,Deluxe,3,October,7114.8
0.65,Deluxe,3,October,7141.75
0.54,Deluxe,3,October,6845.3
0.04,Deluxe,3,October,5497.8
0.86,Deluxe,3,October,7707.7
0.23,Deluxe,3,October,6009.85
0.03,Deluxe,3,October,5470.85
0.19,Deluxe,3,October,5902.05
0.06,Deluxe,3,October,5551.7
0.29,Deluxe,3,October,6171.55
0.55,Deluxe,3,October,6872.25
0.57,Deluxe,3,October,6926.15
0.25,Deluxe,3,October,6063.75
0.67,Deluxe,3,October,7195.65
0.45,Deluxe,3,October,6602.75
0.58,Deluxe,3,October,6953.1
0.23,Deluxe,3,October,6009.85
0.08,Deluxe,3,October,5605.6
0.21,Deluxe,3,October,5955.95
0.22,Deluxe,3,October,5982.9
0.71,Deluxe,3,October,7303.45
0.92,Deluxe,3,October,7869.4
0.2,Deluxe,3,October,5929
0.74,Deluxe,3,October,7384.3
0.29,Deluxe,3,October,6171.55
0.04,Deluxe,3,October,5497.8
0.85,Deluxe,3,October,7680.75
0.47,Deluxe,3,October,6656.65
0.44,Deluxe,3,October,6575.8
0.97,Deluxe,3,October,8004.15
0.43,Deluxe,3,October,6548.85
0.8,Deluxe,3,October,7546
0.1,Deluxe,3,October,5659.5
0.4,Deluxe,3,October,6468
0.95,Deluxe,3,October,7950.25
0.98,Deluxe,3,October,8031.1
0.82,Deluxe,3,October,7599.9
0.51,Deluxe,3,October,6764.45
0.72,Deluxe,3,October,7330.4
0.34,Deluxe,3,October,6306.3
0.99,Deluxe,3,October,8058.05
0.13,Deluxe,3,October,5740.35
0.51,Deluxe,1,November,5271
0.27,Deluxe,1,November,4767
0.08,Deluxe,1,November,4368
0.22,Deluxe,1,November,4662
1,Deluxe,1,November,6300
0.71,Deluxe,1,November,5691
0.25,Deluxe,1,November,4725
0.55,Deluxe,1,November,5355
0.86,Deluxe,1,November,6006
0.24,Deluxe,1,November,4704
0.47,Deluxe,1,November,5187
0.72,Deluxe,1,November,5712
0.04,Deluxe,1,November,4284
0.98,Deluxe,1,November,6258
0.41,Deluxe,1,November,5061
0.4,Deluxe,1,November,5040
0.69,Deluxe,1,November,5649
0.19,Deluxe,1,November,4599
0.8,Deluxe,1,November,5880
0.26,Deluxe,1,November,4746
0.6,Deluxe,1,November,5460
0.87,Deluxe,1,November,6027
0.02,Deluxe,1,November,4242
0.78,Deluxe,1,November,5838
0.78,Deluxe,1,November,5838
0.03,Deluxe,1,November,4263
0.28,Deluxe,1,November,4788
0.73,Deluxe,1,November,5733
0.56,Deluxe,1,November,5376
0.26,Deluxe,1,November,4746
0.87,Deluxe,1,November,6027
0.92,Deluxe,1,November,6132
0.55,Deluxe,1,November,5355
0.84,Deluxe,1,November,5964
0.94,Deluxe,1,November,6174
0.93,Deluxe,1,November,6153
